Date,Year,Month,Hour,Holiday,WeekDay,WorkingDay,Rider_Type(Qty),Riders(Qty)
3/1/2022,2022,1,18,0,2,1,casual,10
3/1/2022,2022,1,19,0,2,1,casual,4
3/1/2022,2022,1,20,0,2,1,casual,0
3/1/2022,2022,1,21,0,2,1,casual,2
3/1/2022,2022,1,22,0,2,1,casual,0
3/1/2022,2022,1,23,0,2,1,casual,0
4/1/2022,2022,1,0,0,3,1,casual,0
4/1/2022,2022,1,1,0,3,1,casual,0
4/1/2022,2022,1,2,0,3,1,casual,0
4/1/2022,2022,1,3,0,3,1,casual,0
4/1/2022,2022,1,4,0,3,1,casual,0
4/1/2022,2022,1,5,0,3,1,casual,0
4/1/2022,2022,1,6,0,3,1,casual,0
4/1/2022,2022,1,7,0,3,1,casual,1
4/1/2022,2022,1,8,0,3,1,casual,5
4/1/2022,2022,1,9,0,3,1,casual,7
4/1/2022,2022,1,10,0,3,1,casual,7
4/1/2022,2022,1,11,0,3,1,casual,6
4/1/2022,2022,1,12,0,3,1,casual,9
4/1/2022,2022,1,13,0,3,1,casual,9
4/1/2022,2022,1,14,0,3,1,casual,6
4/1/2022,2022,1,15,0,3,1,casual,9
4/1/2022,2022,1,16,0,3,1,casual,8
4/1/2022,2022,1,17,0,3,1,casual,9
4/1/2022,2022,1,18,0,3,1,casual,9
4/1/2022,2022,1,19,0,3,1,casual,2
4/1/2022,2022,1,20,0,3,1,casual,2
4/1/2022,2022,1,21,0,3,1,casual,2
4/1/2022,2022,1,22,0,3,1,casual,4
4/1/2022,2022,1,23,0,3,1,casual,0
5/1/2022,2022,1,0,0,4,1,casual,1
5/1/2022,2022,1,1,0,4,1,casual,0
5/1/2022,2022,1,2,0,4,1,casual,0
5/1/2022,2022,1,3,0,4,1,casual,0
5/1/2022,2022,1,4,0,4,1,casual,0
5/1/2022,2022,1,5,0,4,1,casual,0
5/1/2022,2022,1,6,0,4,1,casual,0
5/1/2022,2022,1,7,0,4,1,casual,3
5/1/2022,2022,1,8,0,4,1,casual,11
5/1/2022,2022,1,9,0,4,1,casual,7
5/1/2022,2022,1,10,0,4,1,casual,5
5/1/2022,2022,1,11,0,4,1,casual,6
5/1/2022,2022,1,12,0,4,1,casual,6
5/1/2022,2022,1,13,0,4,1,casual,6
5/1/2022,2022,1,14,0,4,1,casual,13
5/1/2022,2022,1,15,0,4,1,casual,6
5/1/2022,2022,1,16,0,4,1,casual,19
5/1/2022,2022,1,17,0,4,1,casual,19
5/1/2022,2022,1,18,0,4,1,casual,9
5/1/2022,2022,1,19,0,4,1,casual,10
5/1/2022,2022,1,20,0,4,1,casual,5
5/1/2022,2022,1,21,0,4,1,casual,9
5/1/2022,2022,1,22,0,4,1,casual,1
5/1/2022,2022,1,23,0,4,1,casual,4
6/1/2022,2022,1,0,0,5,1,casual,1
6/1/2022,2022,1,1,0,5,1,casual,2
6/1/2022,2022,1,2,0,5,1,casual,2
6/1/2022,2022,1,3,0,5,1,casual,1
6/1/2022,2022,1,4,0,5,1,casual,0
6/1/2022,2022,1,5,0,5,1,casual,0
6/1/2022,2022,1,6,0,5,1,casual,1
6/1/2022,2022,1,7,0,5,1,casual,4
6/1/2022,2022,1,8,0,5,1,casual,11
6/1/2022,2022,1,9,0,5,1,casual,4
6/1/2022,2022,1,10,0,5,1,casual,14
6/1/2022,2022,1,11,0,5,1,casual,8
6/1/2022,2022,1,12,0,5,1,casual,23
6/1/2022,2022,1,13,0,5,1,casual,16
6/1/2022,2022,1,14,0,5,1,casual,26
6/1/2022,2022,1,15,0,5,1,casual,44
6/1/2022,2022,1,16,0,5,1,casual,35
6/1/2022,2022,1,17,0,5,1,casual,20
6/1/2022,2022,1,18,0,5,1,casual,28
6/1/2022,2022,1,19,0,5,1,casual,11
6/1/2022,2022,1,20,0,5,1,casual,14
6/1/2022,2022,1,21,0,5,1,casual,17
6/1/2022,2022,1,22,0,5,1,casual,12
6/1/2022,2022,1,23,0,5,1,casual,13
7/1/2022,2022,1,0,0,6,0,casual,2
7/1/2022,2022,1,1,0,6,0,casual,6
7/1/2022,2022,1,2,0,6,0,casual,2
7/1/2022,2022,1,3,0,6,0,casual,1
7/1/2022,2022,1,4,0,6,0,casual,1
7/1/2022,2022,1,5,0,6,0,casual,2
7/1/2022,2022,1,6,0,6,0,casual,0
7/1/2022,2022,1,7,0,6,0,casual,0
7/1/2022,2022,1,8,0,6,0,casual,0
7/1/2022,2022,1,9,0,6,0,casual,14
7/1/2022,2022,1,10,0,6,0,casual,43
7/1/2022,2022,1,11,0,6,0,casual,74
7/1/2022,2022,1,12,0,6,0,casual,100
7/1/2022,2022,1,13,0,6,0,casual,149
7/1/2022,2022,1,14,0,6,0,casual,156
7/1/2022,2022,1,15,0,6,0,casual,132
7/1/2022,2022,1,16,0,6,0,casual,133
7/1/2022,2022,1,17,0,6,0,casual,87
7/1/2022,2022,1,18,0,6,0,casual,49
7/1/2022,2022,1,19,0,6,0,casual,44
7/1/2022,2022,1,20,0,6,0,casual,21
7/1/2022,2022,1,21,0,6,0,casual,22
7/1/2022,2022,1,22,0,6,0,casual,16
7/1/2022,2022,1,23,0,6,0,casual,16
8/1/2022,2022,1,0,0,0,0,casual,14
8/1/2022,2022,1,1,0,0,0,casual,10
8/1/2022,2022,1,2,0,0,0,casual,10
8/1/2022,2022,1,3,0,0,0,casual,6
8/1/2022,2022,1,4,0,0,0,casual,2
8/1/2022,2022,1,5,0,0,0,casual,0
8/1/2022,2022,1,6,0,0,0,casual,0
8/1/2022,2022,1,7,0,0,0,casual,1
8/1/2022,2022,1,8,0,0,0,casual,4
8/1/2022,2022,1,9,0,0,0,casual,23
8/1/2022,2022,1,10,0,0,0,casual,27
8/1/2022,2022,1,11,0,0,0,casual,55
8/1/2022,2022,1,12,0,0,0,casual,78
8/1/2022,2022,1,13,0,0,0,casual,77
8/1/2022,2022,1,14,0,0,0,casual,75
8/1/2022,2022,1,15,0,0,0,casual,89
8/1/2022,2022,1,16,0,0,0,casual,58
8/1/2022,2022,1,17,0,0,0,casual,22
8/1/2022,2022,1,18,0,0,0,casual,19
8/1/2022,2022,1,19,0,0,0,casual,8
8/1/2022,2022,1,20,0,0,0,casual,7
8/1/2022,2022,1,21,0,0,0,casual,10
8/1/2022,2022,1,22,0,0,0,casual,4
8/1/2022,2022,1,23,0,0,0,casual,0
9/1/2022,2022,1,0,0,1,1,casual,3
9/1/2022,2022,1,1,0,1,1,casual,1
9/1/2022,2022,1,2,0,1,1,casual,2
9/1/2022,2022,1,3,0,1,1,casual,0
9/1/2022,2022,1,4,0,1,1,casual,0
9/1/2022,2022,1,5,0,1,1,casual,0
9/1/2022,2022,1,6,0,1,1,casual,3
9/1/2022,2022,1,7,0,1,1,casual,1
9/1/2022,2022,1,8,0,1,1,casual,13
9/1/2022,2022,1,9,0,1,1,casual,9
9/1/2022,2022,1,10,0,1,1,casual,13
9/1/2022,2022,1,11,0,1,1,casual,6
9/1/2022,2022,1,12,0,1,1,casual,10
9/1/2022,2022,1,13,0,1,1,casual,3
9/1/2022,2022,1,14,0,1,1,casual,5
9/1/2022,2022,1,15,0,1,1,casual,5
9/1/2022,2022,1,16,0,1,1,casual,3
9/1/2022,2022,1,17,0,1,1,casual,5
9/1/2022,2022,1,18,0,1,1,casual,6
9/1/2022,2022,1,19,0,1,1,casual,3
9/1/2022,2022,1,20,0,1,1,casual,5
9/1/2022,2022,1,21,0,1,1,casual,1
9/1/2022,2022,1,22,0,1,1,casual,8
9/1/2022,2022,1,23,0,1,1,casual,1
10/1/2022,2022,1,0,0,2,1,casual,0
10/1/2022,2022,1,1,0,2,1,casual,2
10/1/2022,2022,1,2,0,2,1,casual,2
10/1/2022,2022,1,4,0,2,1,casual,0
10/1/2022,2022,1,5,0,2,1,casual,0
10/1/2022,2022,1,6,0,2,1,casual,0
10/1/2022,2022,1,7,0,2,1,casual,3
10/1/2022,2022,1,8,0,2,1,casual,6
10/1/2022,2022,1,9,0,2,1,casual,11
10/1/2022,2022,1,10,0,2,1,casual,3
10/1/2022,2022,1,11,0,2,1,casual,8
10/1/2022,2022,1,12,0,2,1,casual,13
10/1/2022,2022,1,13,0,2,1,casual,15
10/1/2022,2022,1,14,0,2,1,casual,10
10/1/2022,2022,1,15,0,2,1,casual,17
10/1/2022,2022,1,16,0,2,1,casual,15
10/1/2022,2022,1,17,0,2,1,casual,14
10/1/2022,2022,1,18,0,2,1,casual,13
10/1/2022,2022,1,19,0,2,1,casual,11
10/1/2022,2022,1,20,0,2,1,casual,10
10/1/2022,2022,1,21,0,2,1,casual,7
10/1/2022,2022,1,22,0,2,1,casual,10
10/1/2022,2022,1,23,0,2,1,casual,3
11/1/2022,2022,1,0,0,3,1,casual,2
11/1/2022,2022,1,1,0,3,1,casual,1
11/1/2022,2022,1,2,0,3,1,casual,0
11/1/2022,2022,1,3,0,3,1,casual,0
11/1/2022,2022,1,4,0,3,1,casual,0
11/1/2022,2022,1,5,0,3,1,casual,0
11/1/2022,2022,1,6,0,3,1,casual,2
11/1/2022,2022,1,7,0,3,1,casual,9
11/1/2022,2022,1,8,0,3,1,casual,11
11/1/2022,2022,1,9,0,3,1,casual,7
11/1/2022,2022,1,10,0,3,1,casual,13
11/1/2022,2022,1,11,0,3,1,casual,9
11/1/2022,2022,1,12,0,3,1,casual,4
11/1/2022,2022,1,13,0,3,1,casual,8
11/1/2022,2022,1,14,0,3,1,casual,3
11/1/2022,2022,1,15,0,3,1,casual,6
11/1/2022,2022,1,16,0,3,1,casual,6
11/1/2022,2022,1,17,0,3,1,casual,6
11/1/2022,2022,1,18,0,3,1,casual,2
11/1/2022,2022,1,19,0,3,1,casual,1
11/1/2022,2022,1,20,0,3,1,casual,2
11/1/2022,2022,1,21,0,3,1,casual,0
11/1/2022,2022,1,22,0,3,1,casual,0
11/1/2022,2022,1,23,0,3,1,casual,0
12/1/2022,2022,1,0,0,4,1,casual,0
12/1/2022,2022,1,1,0,4,1,casual,0
12/1/2022,2022,1,2,0,4,1,casual,1
12/1/2022,2022,1,3,0,4,1,casual,0
12/1/2022,2022,1,4,0,4,1,casual,0
12/1/2022,2022,1,5,0,4,1,casual,0
12/1/2022,2022,1,6,0,4,1,casual,1
12/1/2022,2022,1,7,0,4,1,casual,2
12/1/2022,2022,1,8,0,4,1,casual,11
12/1/2022,2022,1,9,0,4,1,casual,10
12/1/2022,2022,1,10,0,4,1,casual,6
12/1/2022,2022,1,11,0,4,1,casual,18
12/1/2022,2022,1,12,0,4,1,casual,14
12/1/2022,2022,1,13,0,4,1,casual,13
12/1/2022,2022,1,14,0,4,1,casual,24
12/1/2022,2022,1,15,0,4,1,casual,32
12/1/2022,2022,1,16,0,4,1,casual,33
12/1/2022,2022,1,17,0,4,1,casual,23
12/1/2022,2022,1,18,0,4,1,casual,22
12/1/2022,2022,1,19,0,4,1,casual,17
12/1/2022,2022,1,20,0,4,1,casual,11
12/1/2022,2022,1,21,0,4,1,casual,12
12/1/2022,2022,1,22,0,4,1,casual,12
12/1/2022,2022,1,23,0,4,1,casual,7
13/1/2022,2022,1,0,0,5,1,casual,4
13/1/2022,2022,1,1,0,5,1,casual,0
13/1/2022,2022,1,2,0,5,1,casual,1
13/1/2022,2022,1,3,0,5,1,casual,3
13/1/2022,2022,1,4,0,5,1,casual,1
13/1/2022,2022,1,5,0,5,1,casual,0
13/1/2022,2022,1,6,0,5,1,casual,2
13/1/2022,2022,1,7,0,5,1,casual,3
13/1/2022,2022,1,8,0,5,1,casual,11
13/1/2022,2022,1,9,0,5,1,casual,10
13/1/2022,2022,1,10,0,5,1,casual,2
13/1/2022,2022,1,11,0,5,1,casual,12
13/1/2022,2022,1,12,0,5,1,casual,14
13/1/2022,2022,1,13,0,5,1,casual,14
13/1/2022,2022,1,14,0,5,1,casual,10
13/1/2022,2022,1,15,0,5,1,casual,15
13/1/2022,2022,1,16,0,5,1,casual,18
13/1/2022,2022,1,17,0,5,1,casual,15
13/1/2022,2022,1,18,0,5,1,casual,7
13/1/2022,2022,1,19,0,5,1,casual,7
13/1/2022,2022,1,20,0,5,1,casual,6
13/1/2022,2022,1,21,0,5,1,casual,7
13/1/2022,2022,1,22,0,5,1,casual,7
13/1/2022,2022,1,23,0,5,1,casual,5
14/1/2022,2022,1,0,0,6,0,casual,2
14/1/2022,2022,1,1,0,6,0,casual,6
14/1/2022,2022,1,2,0,6,0,casual,6
14/1/2022,2022,1,3,0,6,0,casual,6
14/1/2022,2022,1,4,0,6,0,casual,0
14/1/2022,2022,1,5,0,6,0,casual,0
14/1/2022,2022,1,6,0,6,0,casual,0
14/1/2022,2022,1,7,0,6,0,casual,0
14/1/2022,2022,1,8,0,6,0,casual,3
14/1/2022,2022,1,9,0,6,0,casual,3
14/1/2022,2022,1,10,0,6,0,casual,14
14/1/2022,2022,1,11,0,6,0,casual,28
14/1/2022,2022,1,12,0,6,0,casual,30
14/1/2022,2022,1,13,0,6,0,casual,38
14/1/2022,2022,1,14,0,6,0,casual,52
14/1/2022,2022,1,15,0,6,0,casual,49
14/1/2022,2022,1,16,0,6,0,casual,28
14/1/2022,2022,1,17,0,6,0,casual,15
14/1/2022,2022,1,18,0,6,0,casual,21
14/1/2022,2022,1,19,0,6,0,casual,12
14/1/2022,2022,1,20,0,6,0,casual,8
14/1/2022,2022,1,21,0,6,0,casual,3
14/1/2022,2022,1,22,0,6,0,casual,4
14/1/2022,2022,1,23,0,6,0,casual,5
15/1/2022,2022,1,0,0,0,0,casual,9
15/1/2022,2022,1,1,0,0,0,casual,2
15/1/2022,2022,1,2,0,0,0,casual,5
15/1/2022,2022,1,3,0,0,0,casual,1
15/1/2022,2022,1,4,0,0,0,casual,1
15/1/2022,2022,1,5,0,0,0,casual,0
15/1/2022,2022,1,6,0,0,0,casual,1
15/1/2022,2022,1,7,0,0,0,casual,3
15/1/2022,2022,1,8,0,0,0,casual,2
15/1/2022,2022,1,9,0,0,0,casual,10
15/1/2022,2022,1,10,0,0,0,casual,11
15/1/2022,2022,1,11,0,0,0,casual,21
15/1/2022,2022,1,12,0,0,0,casual,42
15/1/2022,2022,1,13,0,0,0,casual,40
15/1/2022,2022,1,14,0,0,0,casual,25
15/1/2022,2022,1,15,0,0,0,casual,33
15/1/2022,2022,1,16,0,0,0,casual,31
15/1/2022,2022,1,17,0,0,0,casual,15
15/1/2022,2022,1,18,0,0,0,casual,7
15/1/2022,2022,1,19,0,0,0,casual,9
15/1/2022,2022,1,20,0,0,0,casual,10
15/1/2022,2022,1,21,0,0,0,casual,1
15/1/2022,2022,1,22,0,0,0,casual,2
15/1/2022,2022,1,23,0,0,0,casual,3
16/1/2022,2022,1,0,0,1,0,casual,2
16/1/2022,2022,1,1,0,1,0,casual,2
16/1/2022,2022,1,2,0,1,0,casual,3
16/1/2022,2022,1,3,0,1,0,casual,0
16/1/2022,2022,1,4,0,1,0,casual,2
16/1/2022,2022,1,5,0,1,0,casual,1
16/1/2022,2022,1,6,0,1,0,casual,0
16/1/2022,2022,1,7,0,1,0,casual,5
16/1/2022,2022,1,8,0,1,0,casual,3
16/1/2022,2022,1,9,0,1,0,casual,7
16/1/2022,2022,1,10,0,1,0,casual,19
16/1/2022,2022,1,11,0,1,0,casual,21
16/1/2022,2022,1,12,0,1,0,casual,20
16/1/2022,2022,1,13,0,1,0,casual,26
16/1/2022,2022,1,14,0,1,0,casual,23
16/1/2022,2022,1,15,0,1,0,casual,17
16/1/2022,2022,1,16,0,1,0,casual,22
16/1/2022,2022,1,17,0,1,0,casual,19
16/1/2022,2022,1,18,0,1,0,casual,6
16/1/2022,2022,1,19,0,1,0,casual,10
16/1/2022,2022,1,20,0,1,0,casual,2
16/1/2022,2022,1,21,0,1,0,casual,3
16/1/2022,2022,1,22,0,1,0,casual,4
16/1/2022,2022,1,23,0,1,0,casual,0
17/1/2022,2022,1,0,0,2,1,casual,0
17/1/2022,2022,1,1,0,2,1,casual,0
17/1/2022,2022,1,2,0,2,1,casual,0
17/1/2022,2022,1,4,0,2,1,casual,0
17/1/2022,2022,1,5,0,2,1,casual,0
17/1/2022,2022,1,6,0,2,1,casual,0
17/1/2022,2022,1,7,0,2,1,casual,5
17/1/2022,2022,1,8,0,2,1,casual,3
17/1/2022,2022,1,9,0,2,1,casual,7
17/1/2022,2022,1,10,0,2,1,casual,1
17/1/2022,2022,1,11,0,2,1,casual,2
17/1/2022,2022,1,12,0,2,1,casual,3
17/1/2022,2022,1,13,0,2,1,casual,8
17/1/2022,2022,1,14,0,2,1,casual,12
17/1/2022,2022,1,15,0,2,1,casual,6
17/1/2022,2022,1,16,0,2,1,casual,14
17/1/2022,2022,1,17,0,2,1,casual,20
17/1/2022,2022,1,18,0,2,1,casual,12
17/1/2022,2022,1,19,0,2,1,casual,11
17/1/2022,2022,1,20,0,2,1,casual,11
17/1/2022,2022,1,21,0,2,1,casual,6
17/1/2022,2022,1,22,0,2,1,casual,5
17/1/2022,2022,1,23,0,2,1,casual,1
18/1/2022,2022,1,0,0,3,1,casual,3
18/1/2022,2022,1,1,0,3,1,casual,0
18/1/2022,2022,1,2,0,3,1,casual,1
18/1/2022,2022,1,3,0,3,1,casual,1
18/1/2022,2022,1,4,0,3,1,casual,0
18/1/2022,2022,1,5,0,3,1,casual,0
18/1/2022,2022,1,6,0,3,1,casual,0
18/1/2022,2022,1,7,0,3,1,casual,1
18/1/2022,2022,1,8,0,3,1,casual,15
18/1/2022,2022,1,9,0,3,1,casual,6
18/1/2022,2022,1,10,0,3,1,casual,5
18/1/2022,2022,1,11,0,3,1,casual,4
18/1/2022,2022,1,12,0,3,1,casual,6
18/1/2022,2022,1,13,0,3,1,casual,6
18/1/2022,2022,1,14,0,3,1,casual,7
18/1/2022,2022,1,15,0,3,1,casual,8
18/1/2022,2022,1,16,0,3,1,casual,13
18/1/2022,2022,1,17,0,3,1,casual,8
18/1/2022,2022,1,18,0,3,1,casual,8
18/1/2022,2022,1,19,0,3,1,casual,5
18/1/2022,2022,1,20,0,3,1,casual,1
18/1/2022,2022,1,21,0,3,1,casual,5
18/1/2022,2022,1,22,0,3,1,casual,4
18/1/2022,2022,1,23,0,3,1,casual,2
19/1/2022,2022,1,0,0,4,1,casual,0
19/1/2022,2022,1,1,0,4,1,casual,0
19/1/2022,2022,1,2,0,4,1,casual,0
19/1/2022,2022,1,3,0,4,1,casual,0
19/1/2022,2022,1,4,0,4,1,casual,0
19/1/2022,2022,1,5,0,4,1,casual,0
19/1/2022,2022,1,6,0,4,1,casual,0
19/1/2022,2022,1,7,0,4,1,casual,2
19/1/2022,2022,1,8,0,4,1,casual,9
19/1/2022,2022,1,9,0,4,1,casual,6
19/1/2022,2022,1,10,0,4,1,casual,10
19/1/2022,2022,1,11,0,4,1,casual,6
19/1/2022,2022,1,12,0,4,1,casual,5
19/1/2022,2022,1,13,0,4,1,casual,6
19/1/2022,2022,1,14,0,4,1,casual,15
19/1/2022,2022,1,15,0,4,1,casual,9
19/1/2022,2022,1,16,0,4,1,casual,8
19/1/2022,2022,1,17,0,4,1,casual,21
19/1/2022,2022,1,18,0,4,1,casual,16
19/1/2022,2022,1,19,0,4,1,casual,5
19/1/2022,2022,1,20,0,4,1,casual,7
19/1/2022,2022,1,21,0,4,1,casual,4
19/1/2022,2022,1,22,0,4,1,casual,0
19/1/2022,2022,1,23,0,4,1,casual,1
20/1/2022,2022,1,0,0,5,1,casual,3
20/1/2022,2022,1,1,0,5,1,casual,0
20/1/2022,2022,1,2,0,5,1,casual,0
20/1/2022,2022,1,3,0,5,1,casual,0
20/1/2022,2022,1,4,0,5,1,casual,0
20/1/2022,2022,1,5,0,5,1,casual,0
20/1/2022,2022,1,6,0,5,1,casual,0
20/1/2022,2022,1,7,0,5,1,casual,2
20/1/2022,2022,1,8,0,5,1,casual,4
20/1/2022,2022,1,9,0,5,1,casual,21
20/1/2022,2022,1,10,0,5,1,casual,1
20/1/2022,2022,1,11,0,5,1,casual,6
20/1/2022,2022,1,12,0,5,1,casual,5
20/1/2022,2022,1,13,0,5,1,casual,12
20/1/2022,2022,1,14,0,5,1,casual,8
20/1/2022,2022,1,15,0,5,1,casual,12
20/1/2022,2022,1,16,0,5,1,casual,11
20/1/2022,2022,1,17,0,5,1,casual,9
20/1/2022,2022,1,18,0,5,1,casual,5
20/1/2022,2022,1,19,0,5,1,casual,6
20/1/2022,2022,1,20,0,5,1,casual,1
20/1/2022,2022,1,21,0,5,1,casual,5
20/1/2022,2022,1,22,0,5,1,casual,1
20/1/2022,2022,1,23,0,5,1,casual,3
21/1/2022,2022,1,0,0,6,0,casual,0
21/1/2022,2022,1,1,0,6,0,casual,1
21/1/2022,2022,1,2,0,6,0,casual,1
21/1/2022,2022,1,3,0,6,0,casual,0
21/1/2022,2022,1,4,0,6,0,casual,0
21/1/2022,2022,1,5,0,6,0,casual,0
21/1/2022,2022,1,6,0,6,0,casual,0
21/1/2022,2022,1,7,0,6,0,casual,3
21/1/2022,2022,1,8,0,6,0,casual,3
21/1/2022,2022,1,9,0,6,0,casual,2
21/1/2022,2022,1,10,0,6,0,casual,0
21/1/2022,2022,1,11,0,6,0,casual,1
21/1/2022,2022,1,12,0,6,0,casual,5
21/1/2022,2022,1,13,0,6,0,casual,10
21/1/2022,2022,1,14,0,6,0,casual,6
21/1/2022,2022,1,15,0,6,0,casual,6
21/1/2022,2022,1,16,0,6,0,casual,5
21/1/2022,2022,1,17,0,6,0,casual,7
21/1/2022,2022,1,18,0,6,0,casual,3
21/1/2022,2022,1,19,0,6,0,casual,0
21/1/2022,2022,1,20,0,6,0,casual,5
21/1/2022,2022,1,21,0,6,0,casual,5
21/1/2022,2022,1,22,0,6,0,casual,3
21/1/2022,2022,1,23,0,6,0,casual,1
22/1/2022,2022,1,0,0,0,0,casual,1
22/1/2022,2022,1,1,0,0,0,casual,1
22/1/2022,2022,1,2,0,0,0,casual,1
22/1/2022,2022,1,3,0,0,0,casual,1
22/1/2022,2022,1,4,0,0,0,casual,1
22/1/2022,2022,1,5,0,0,0,casual,1
22/1/2022,2022,1,6,0,0,0,casual,0
22/1/2022,2022,1,7,0,0,0,casual,2
22/1/2022,2022,1,8,0,0,0,casual,3
22/1/2022,2022,1,9,0,0,0,casual,9
22/1/2022,2022,1,10,0,0,0,casual,9
22/1/2022,2022,1,11,0,0,0,casual,18
22/1/2022,2022,1,12,0,0,0,casual,24
22/1/2022,2022,1,13,0,0,0,casual,24
22/1/2022,2022,1,14,0,0,0,casual,19
22/1/2022,2022,1,15,0,0,0,casual,27
22/1/2022,2022,1,16,0,0,0,casual,12
22/1/2022,2022,1,17,0,0,0,casual,8
22/1/2022,2022,1,18,0,0,0,casual,11
22/1/2022,2022,1,19,0,0,0,casual,9
22/1/2022,2022,1,20,0,0,0,casual,5
22/1/2022,2022,1,21,0,0,0,casual,8
22/1/2022,2022,1,22,0,0,0,casual,0
22/1/2022,2022,1,23,0,0,0,casual,2
23/1/2022,2022,1,0,0,1,1,casual,2
23/1/2022,2022,1,1,0,1,1,casual,0
23/1/2022,2022,1,2,0,1,1,casual,0
23/1/2022,2022,1,3,0,1,1,casual,0
23/1/2022,2022,1,4,0,1,1,casual,0
23/1/2022,2022,1,5,0,1,1,casual,0
23/1/2022,2022,1,6,0,1,1,casual,6
23/1/2022,2022,1,7,0,1,1,casual,8
23/1/2022,2022,1,8,0,1,1,casual,5
23/1/2022,2022,1,9,0,1,1,casual,13
23/1/2022,2022,1,10,0,1,1,casual,10
23/1/2022,2022,1,11,0,1,1,casual,5
23/1/2022,2022,1,12,0,1,1,casual,10
23/1/2022,2022,1,13,0,1,1,casual,5
23/1/2022,2022,1,14,0,1,1,casual,13
23/1/2022,2022,1,15,0,1,1,casual,10
23/1/2022,2022,1,16,0,1,1,casual,14
23/1/2022,2022,1,17,0,1,1,casual,6
23/1/2022,2022,1,18,0,1,1,casual,7
23/1/2022,2022,1,19,0,1,1,casual,9
23/1/2022,2022,1,20,0,1,1,casual,8
23/1/2022,2022,1,21,0,1,1,casual,8
23/1/2022,2022,1,22,0,1,1,casual,4
23/1/2022,2022,1,23,0,1,1,casual,2
24/1/2022,2022,1,0,0,2,1,casual,6
24/1/2022,2022,1,1,0,2,1,casual,2
24/1/2022,2022,1,2,0,2,1,casual,2
24/1/2022,2022,1,3,0,2,1,casual,0
24/1/2022,2022,1,4,0,2,1,casual,0
24/1/2022,2022,1,5,0,2,1,casual,0
